update,epoch,sample,state_max_abs,state_max_ulp,logit_abs,first_numerical,material_divergence
119000,2379,49,3.04709101,2138578673,3.23539877,0,1
119250,2384,49,3.01538897,2138622901,4.41471052,0,1
119500,2389,49,2.99810648,2138683660,3.35821462,0,1
119750,2394,49,2.99429393,2138751266,3.73082638,0,1
120000,2399,49,2.96251774,2138780618,0.815396786,0,1
120250,2404,49,2.96300054,2138784667,0.513231754,0,1
120500,2409,49,2.96648669,2138813911,1.74007463,0,1
120750,2414,49,2.96269941,2138782140,0.77468729,0,1
121000,2419,49,2.95905447,2138751566,10.4460297,0,1
121250,2424,49,2.96783686,2138825236,0.407764912,0,1
121500,2429,49,2.89697647,2138230818,7.38883972,0,1
121750,2434,49,2.90153646,2138269068,7.29530811,0,1
122000,2439,49,2.90994692,2138339620,1.33877206,0,1
122250,2444,49,2.92343402,2138452759,1.14098048,0,1
122500,2449,49,2.92506886,2138466473,1.58477497,0,1
122750,2454,49,2.9144783,2138377633,3.04283452,0,1
123000,2459,49,2.87720275,2138064943,3.90745115,0,1
123250,2464,49,2.84078479,2137759447,0.74330616,0,1
123500,2469,49,2.81263971,2137523348,0.36051023,0,1
123750,2474,49,2.78380919,2137281501,2.30886889,0,1
124000,2479,49,2.77591419,2137091172,7.34985352,0,1
124250,2484,49,2.8308816,2137018902,1.50105619,0,1
124500,2489,49,2.83954358,2137148353,1.88707113,0,1
124750,2494,49,2.8679049,2137593002,0.645093918,0,1
125000,2499,49,2.92302513,2138449329,1.52859998,0,1
